Gene stable ID	Transcript stable ID	Gene name	Gene type	Chromosome/scaffold name	Strand	Transcript start (bp)	Transcript end (bp)
ENSG00000002822	ENST00000464742	MAD1L1	protein_coding	7	-1	2069194	2193475
ENSG00000002822	ENST00000459731	MAD1L1	protein_coding	7	-1	2148374	2213234
ENSG00000002822	ENST00000486340	MAD1L1	protein_coding	7	-1	2200265	2215927
ENSG00000002822	ENST00000469871	MAD1L1	protein_coding	7	-1	2209948	2218043
ENSG00000002822	ENST00000445959	MAD1L1	protein_coding	7	-1	2213212	2223628
ENSG00000002822	ENST00000429625	MAD1L1	protein_coding	7	-1	2215957	2225598
ENSG00000002822	ENST00000455998	MAD1L1	protein_coding	7	-1	2219353	2230661
ENSG00000002822	ENST00000429779	MAD1L1	protein_coding	7	-1	2222575	2232945
ENSG00000002822	ENST00000853791	MAD1L1	protein_coding	7	-1	1815794	2232955
ENSG00000002822	ENST00000853792	MAD1L1	protein_coding	7	-1	1815787	2232945
ENSG00000002822	ENST00000853793	MAD1L1	protein_coding	7	-1	1815792	2232948
ENSG00000002822	ENST00000853794	MAD1L1	protein_coding	7	-1	1815787	2232942
ENSG00000002822	ENST00000853795	MAD1L1	protein_coding	7	-1	1815793	2232945
ENSG00000002822	ENST00000853796	MAD1L1	protein_coding	7	-1	1815795	2232947
ENSG00000002822	ENST00000853797	MAD1L1	protein_coding	7	-1	1815795	2232943
ENSG00000002822	ENST00000853798	MAD1L1	protein_coding	7	-1	1815795	2232942
ENSG00000002822	ENST00000853799	MAD1L1	protein_coding	7	-1	1815795	2232942
ENSG00000002822	ENST00000853800	MAD1L1	protein_coding	7	-1	1815796	2232942
ENSG00000002822	ENST00000853801	MAD1L1	protein_coding	7	-1	1815793	2232937
ENSG00000002822	ENST00000853802	MAD1L1	protein_coding	7	-1	1815797	2232937
ENSG00000002822	ENST00000853803	MAD1L1	protein_coding	7	-1	1815792	2232923
ENSG00000002822	ENST00000853804	MAD1L1	protein_coding	7	-1	1815793	2232923
ENSG00000002822	ENST00000853805	MAD1L1	protein_coding	7	-1	1815795	2232923
ENSG00000002822	ENST00000853806	MAD1L1	protein_coding	7	-1	1815796	2232923
ENSG00000002822	ENST00000853807	MAD1L1	protein_coding	7	-1	1815798	2232923
ENSG00000002822	ENST00000853808	MAD1L1	protein_coding	7	-1	1815799	2232915
ENSG00000002822	ENST00000932271	MAD1L1	protein_coding	7	-1	1815795	2232945
ENSG00000002822	ENST00000932272	MAD1L1	protein_coding	7	-1	1815793	2232923
ENSG00000002822	ENST00000967143	MAD1L1	protein_coding	7	-1	1815794	2232948
ENSG00000002822	ENST00000967144	MAD1L1	protein_coding	7	-1	1815798	2232947
ENSG00000002822	ENST00000967146	MAD1L1	protein_coding	7	-1	1815792	2232933
ENSG00000002822	ENST00000967148	MAD1L1	protein_coding	7	-1	1815794	2232923
ENSG00000002822	ENST00000967149	MAD1L1	protein_coding	7	-1	1815795	2232923
ENSG00000002822	ENST00000967150	MAD1L1	protein_coding	7	-1	1815799	2232926
ENSG00000002919	ENST00000581298	SNX11	protein_coding	17	1	48103357	48119164
ENSG00000002919	ENST00000578861	SNX11	protein_coding	17	1	48107549	48119008
ENSG00000002919	ENST00000580219	SNX11	protein_coding	17	1	48107549	48121808
ENSG00000002919	ENST00000452859	SNX11	protein_coding	17	1	48107549	48122135
ENSG00000002919	ENST00000393405	SNX11	protein_coding	17	1	48107558	48123074
ENSG00000002919	ENST00000580875	SNX11	protein_coding	17	1	48107560	48112455
ENSG00000002919	ENST00000581705	SNX11	protein_coding	17	1	48107576	48121886
ENSG00000002919	ENST00000583320	SNX11	protein_coding	17	1	48107603	48121288
ENSG00000002919	ENST00000359238	SNX11	protein_coding	17	1	48107766	48123601
ENSG00000002919	ENST00000582104	SNX11	protein_coding	17	1	48107788	48121887
ENSG00000002919	ENST00000584335	SNX11	protein_coding	17	1	48107894	48121458
ENSG00000002919	ENST00000582481	SNX11	protein_coding	17	1	48111949	48119179
ENSG00000002919	ENST00000577310	SNX11	protein_coding	17	1	48112566	48113563
ENSG00000002919	ENST00000883819	SNX11	protein_coding	17	1	48107523	48123071
ENSG00000002919	ENST00000883820	SNX11	protein_coding	17	1	48107536	48122745
ENSG00000002919	ENST00000883821	SNX11	protein_coding	17	1	48107764	48122745
ENSG00000002919	ENST00000883822	SNX11	protein_coding	17	1	48107876	48122743
ENSG00000002919	ENST00000913721	SNX11	protein_coding	17	1	48107583	48122745
ENSG00000002919	ENST00000913722	SNX11	protein_coding	17	1	48107767	48122745
ENSG00000002919	ENST00000913723	SNX11	protein_coding	17	1	48107844	48122745
ENSG00000002919	ENST00000913724	SNX11	protein_coding	17	1	48107915	48122745
ENSG00000002919	ENST00000960405	SNX11	protein_coding	17	1	48107798	48122745
ENSG00000002919	ENST00000960406	SNX11	protein_coding	17	1	48107886	48122724
ENSG00000003393	ENST00000264276	ALS2	protein_coding	2	-1	201700267	201780933
ENSG00000003393	ENST00000679435	ALS2	protein_coding	2	-1	201700514	201781158
ENSG00000003393	ENST00000680441	ALS2	protein_coding	2	-1	201700560	201720470
ENSG00000003393	ENST00000681279	ALS2	protein_coding	2	-1	201700561	201781158
ENSG00000003393	ENST00000679686	ALS2	protein_coding	2	-1	201700562	201772009
ENSG00000003393	ENST00000680861	ALS2	protein_coding	2	-1	201700565	201782112
ENSG00000003393	ENST00000680722	ALS2	protein_coding	2	-1	201700566	201729563
ENSG00000003393	ENST00000680634	ALS2	protein_coding	2	-1	201700566	201739046
ENSG00000003393	ENST00000681558	ALS2	protein_coding	2	-1	201700566	201739205
ENSG00000003393	ENST00000680497	ALS2	protein_coding	2	-1	201700566	201769143
ENSG00000003393	ENST00000679516	ALS2	protein_coding	2	-1	201700566	201769143
ENSG00000003393	ENST00000680163	ALS2	protein_coding	2	-1	201700566	201769812
ENSG00000003393	ENST00000679916	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000679618	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681716	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000679701	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000680236	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681768	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681250	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000679416	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681307	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000680174	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000679630	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681461	ALS2	protein_coding	2	-1	201700566	201781158
ENSG00000003393	ENST00000681692	ALS2	protein_coding	2	-1	201700567	201713072
ENSG00000003393	ENST00000679635	ALS2	protein_coding	2	-1	201700567	201713139
ENSG00000003393	ENST00000681663	ALS2	protein_coding	2	-1	201700567	201720471
ENSG00000003393	ENST00000681495	ALS2	protein_coding	2	-1	201700567	201739205
ENSG00000003393	ENST00000439495	ALS2	protein_coding	2	-1	201700567	201739205
ENSG00000003393	ENST00000680149	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680927	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680135	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680726	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000681808	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680508	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000681619	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680569	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680759	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680828	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000681256	ALS2	protein_coding	2	-1	201700567	201781158
ENSG00000003393	ENST00000680814	ALS2	protein_coding	2	-1	201700592	201781158
ENSG00000003393	ENST00000679427	ALS2	protein_coding	2	-1	201700594	201712548
ENSG00000003393	ENST00000679409	ALS2	protein_coding	2	-1	201700637	201739205
ENSG00000003393	ENST00000680404	ALS2	protein_coding	2	-1	201700801	201704806
ENSG00000003393	ENST00000680939	ALS2	protein_coding	2	-1	201701790	201781158
ENSG00000003393	ENST00000680000	ALS2	protein_coding	2	-1	201701795	201781158
ENSG00000003393	ENST00000680630	ALS2	protein_coding	2	-1	201713343	201781158
ENSG00000003393	ENST00000680737	ALS2	protein_coding	2	-1	201713346	201781158
ENSG00000003393	ENST00000681758	ALS2	protein_coding	2	-1	201713758	201781158
ENSG00000003393	ENST00000489440	ALS2	protein_coding	2	-1	201716642	201726552
ENSG00000003393	ENST00000681303	ALS2	protein_coding	2	-1	201721990	201780956
ENSG00000003393	ENST00000681152	ALS2	protein_coding	2	-1	201722058	201780878
ENSG00000003393	ENST00000482891	ALS2	protein_coding	2	-1	201722114	201781158
ENSG00000003393	ENST00000494017	ALS2	protein_coding	2	-1	201722124	201739061
ENSG00000003393	ENST00000680723	ALS2	protein_coding	2	-1	201722124	201739219
ENSG00000003393	ENST00000483703	ALS2	protein_coding	2	-1	201728618	201738724
ENSG00000003393	ENST00000482789	ALS2	protein_coding	2	-1	201733050	201781158
ENSG00000003393	ENST00000679939	ALS2	protein_coding	2	-1	201740610	201769162
ENSG00000003393	ENST00000679550	ALS2	protein_coding	2	-1	201740610	201769828
ENSG00000003393	ENST00000680644	ALS2	protein_coding	2	-1	201740610	201781158
ENSG00000003393	ENST00000679949	ALS2	protein_coding	2	-1	201740625	201781158
ENSG00000003393	ENST00000679549	ALS2	protein_coding	2	-1	201740645	201750755
ENSG00000003393	ENST00000680287	ALS2	protein_coding	2	-1	201741184	201780956
ENSG00000003393	ENST00000680819	ALS2	protein_coding	2	-1	201747495	201755005
ENSG00000003393	ENST00000681378	ALS2	protein_coding	2	-1	201754129	201781158
ENSG00000003393	ENST00000467448	ALS2	protein_coding	2	-1	201759457	201780956
ENSG00000003393	ENST00000680188	ALS2	protein_coding	2	-1	201759481	201769826
ENSG00000003393	ENST00000681144	ALS2	protein_coding	2	-1	201759489	201780911
ENSG00000003393	ENST00000681312	ALS2	protein_coding	2	-1	201759498	201780900
ENSG00000003393	ENST00000679503	ALS2	protein_coding	2	-1	201759531	201769150
ENSG00000003393	ENST00000409632	ALS2	protein_coding	2	-1	201759531	201780905
ENSG00000003393	ENST00000679728	ALS2	protein_coding	2	-1	201759539	201781158
ENSG00000003393	ENST00000496244	ALS2	protein_coding	2	-1	201761403	201780956
ENSG00000003393	ENST00000410052	ALS2	protein_coding	2	-1	201761675	201780951
ENSG00000003393	ENST00000462747	ALS2	protein_coding	2	-1	201765383	201780911
ENSG00000003393	ENST00000905985	ALS2	protein_coding	2	-1	201700555	201780900
ENSG00000003393	ENST00000925368	ALS2	protein_coding	2	-1	201700554	201780783
ENSG00000003393	ENST00000942930	ALS2	protein_coding	2	-1	201700554	201780907
ENSG00000003393	ENST00000942931	ALS2	protein_coding	2	-1	201700554	201780903
ENSG00000004059	ENST00000463733	ARF5	protein_coding	7	1	127588386	127591681
ENSG00000004059	ENST00000415666	ARF5	protein_coding	7	1	127588403	127591088
ENSG00000004059	ENST00000467281	ARF5	protein_coding	7	1	127588405	127589574
ENSG00000004059	ENST00000000233	ARF5	protein_coding	7	1	127588411	127591700
ENSG00000004059	ENST00000489673	ARF5	protein_coding	7	1	127588413	127591112
ENSG00000004059	ENST00000459680	ARF5	protein_coding	7	1	127589045	127589831
ENSG00000004059	ENST00000864451	ARF5	protein_coding	7	1	127588413	127591698
ENSG00000004059	ENST00000864452	ARF5	protein_coding	7	1	127588437	127591698
ENSG00000004059	ENST00000934467	ARF5	protein_coding	7	1	127588370	127591700
ENSG00000004059	ENST00000934468	ARF5	protein_coding	7	1	127588446	127591700
ENSG00000004399	ENST00000501038	PLXND1	protein_coding	3	-1	129555214	129557034
ENSG00000004399	ENST00000504689	PLXND1	protein_coding	3	-1	129555214	129557223
ENSG00000004399	ENST00000504524	PLXND1	protein_coding	3	-1	129555214	129558697
ENSG00000004399	ENST00000324093	PLXND1	protein_coding	3	-1	129555214	129606676
ENSG00000004399	ENST00000512744	PLXND1	protein_coding	3	-1	129555218	129565991
ENSG00000004399	ENST00000506979	PLXND1	protein_coding	3	-1	129556617	129561056
ENSG00000004399	ENST00000508630	PLXND1	protein_coding	3	-1	129558536	129560942
ENSG00000004399	ENST00000512807	PLXND1	protein_coding	3	-1	129559165	129560414
ENSG00000004399	ENST00000504979	PLXND1	protein_coding	3	-1	129562473	129563213
ENSG00000004399	ENST00000503166	PLXND1	protein_coding	3	-1	129563094	129566166
ENSG00000004399	ENST00000514990	PLXND1	protein_coding	3	-1	129569189	129571204
ENSG00000004399	ENST00000504767	PLXND1	protein_coding	3	-1	129570684	129571723
ENSG00000004399	ENST00000511018	PLXND1	protein_coding	3	-1	129570872	129571858
ENSG00000004399	ENST00000515191	PLXND1	protein_coding	3	-1	129571540	129572982
ENSG00000004399	ENST00000505505	PLXND1	protein_coding	3	-1	129574336	129578548
ENSG00000004399	ENST00000505665	PLXND1	protein_coding	3	-1	129583631	129586685
ENSG00000004399	ENST00000505237	PLXND1	protein_coding	3	-1	129585952	129589527
ENSG00000004399	ENST00000891948	PLXND1	protein_coding	3	-1	129555213	129606681
ENSG00000004534	ENST00000442092	RBM6	protein_coding	3	1	49940007	50077249
ENSG00000004534	ENST00000443081	RBM6	protein_coding	3	1	49940041	50077248
ENSG00000004534	ENST00000419610	RBM6	protein_coding	3	1	49940063	50077248
ENSG00000004534	ENST00000441115	RBM6	protein_coding	3	1	49940074	50066442
ENSG00000004534	ENST00000493652	RBM6	protein_coding	3	1	49940097	49963027
ENSG00000004534	ENST00000422955	RBM6	protein_coding	3	1	49940102	50077248
ENSG00000004534	ENST00000454079	RBM6	protein_coding	3	1	49940140	50077247
ENSG00000004534	ENST00000266022	RBM6	protein_coding	3	1	49940150	50077249
ENSG00000004534	ENST00000425608	RBM6	protein_coding	3	1	49940151	50057853
ENSG00000004534	ENST00000434592	RBM6	protein_coding	3	1	49940186	50100045
ENSG00000004534	ENST00000433811	RBM6	protein_coding	3	1	49940461	49967654
ENSG00000004534	ENST00000491874	RBM6	protein_coding	3	1	49940539	49967358
ENSG00000004534	ENST00000488807	RBM6	protein_coding	3	1	49940685	49967365
ENSG00000004534	ENST00000464013	RBM6	protein_coding	3	1	49981561	50057806
ENSG00000004534	ENST00000483350	RBM6	protein_coding	3	1	49999452	50058915
ENSG00000004534	ENST00000446471	RBM6	protein_coding	3	1	50047109	50058466
ENSG00000004534	ENST00000466247	RBM6	protein_coding	3	1	50054016	50057847
ENSG00000004534	ENST00000478026	RBM6	protein_coding	3	1	50059343	50061172
ENSG00000004534	ENST00000438912	RBM6	protein_coding	3	1	50059698	50065061
ENSG00000004534	ENST00000421682	RBM6	protein_coding	3	1	50066392	50077249
ENSG00000004534	ENST00000858028	RBM6	protein_coding	3	1	49940150	50077249
ENSG00000004534	ENST00000858029	RBM6	protein_coding	3	1	49940152	50077247
ENSG00000004534	ENST00000858030	RBM6	protein_coding	3	1	49940464	50077247
ENSG00000004534	ENST00000931422	RBM6	protein_coding	3	1	49940155	50077249
ENSG00000004534	ENST00000931423	RBM6	protein_coding	3	1	49940152	50077246
ENSG00000004534	ENST00000947579	RBM6	protein_coding	3	1	49940167	50077248
ENSG00000004779	ENST00000562133	NDUFAB1	protein_coding	16	-1	23581014	23596277
ENSG00000004779	ENST00000007516	NDUFAB1	protein_coding	16	-1	23581014	23596316
ENSG00000004779	ENST00000484769	NDUFAB1	protein_coding	16	-1	23581033	23596303
ENSG00000004779	ENST00000570319	NDUFAB1	protein_coding	16	-1	23581871	23596291
ENSG00000004779	ENST00000567761	NDUFAB1	protein_coding	16	-1	23582335	23591153
ENSG00000004779	ENST00000882847	NDUFAB1	protein_coding	16	-1	23581014	23596316
ENSG00000004779	ENST00000882848	NDUFAB1	protein_coding	16	-1	23581022	23596319
ENSG00000004948	ENST00000426151	CALCR	protein_coding	7	-1	93424486	93574724
ENSG00000004948	ENST00000649521	CALCR	protein_coding	7	-1	93424539	93574730
ENSG00000004948	ENST00000394441	CALCR	protein_coding	7	-1	93426323	93559810
ENSG00000004948	ENST00000415529	CALCR	protein_coding	7	-1	93426356	93486981
ENSG00000004948	ENST00000423724	CALCR	protein_coding	7	-1	93426356	93486981
ENSG00000004948	ENST00000887175	CALCR	protein_coding	7	-1	93424539	93575738
ENSG00000006071	ENST00000644772	ABCC8	protein_coding	11	-1	17392498	17476807
ENSG00000006071	ENST00000643562	ABCC8	protein_coding	11	-1	17392498	17476844
ENSG00000006071	ENST00000531642	ABCC8	protein_coding	11	-1	17392885	17395885
ENSG00000006071	ENST00000528374	ABCC8	protein_coding	11	-1	17392885	17404647
ENSG00000006071	ENST00000302539	ABCC8	protein_coding	11	-1	17392885	17476845
ENSG00000006071	ENST00000389817	ABCC8	protein_coding	11	-1	17392885	17476845
ENSG00000006071	ENST00000683693	ABCC8	protein_coding	11	-1	17392885	17476845
ENSG00000006071	ENST00000646592	ABCC8	protein_coding	11	-1	17392894	17461658
ENSG00000006071	ENST00000646993	ABCC8	protein_coding	11	-1	17392894	17476834
ENSG00000006071	ENST00000526037	ABCC8	protein_coding	11	-1	17392897	17395517
ENSG00000006071	ENST00000532220	ABCC8	protein_coding	11	-1	17392897	17408943
ENSG00000006071	ENST00000529967	ABCC8	protein_coding	11	-1	17392897	17428587
ENSG00000006071	ENST00000682185	ABCC8	protein_coding	11	-1	17392897	17445949
ENSG00000006071	ENST00000682051	ABCC8	protein_coding	11	-1	17392897	17476789
ENSG00000006071	ENST00000682673	ABCC8	protein_coding	11	-1	17392897	17476789
ENSG00000006071	ENST00000684371	ABCC8	protein_coding	11	-1	17392897	17476789
ENSG00000006071	ENST00000684571	ABCC8	protein_coding	11	-1	17392897	17476817
ENSG00000006071	ENST00000684555	ABCC8	protein_coding	11	-1	17392897	17476844
ENSG00000006071	ENST00000524561	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000642611	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000644484	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682110	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682140	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682204	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682215	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682288	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682528	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682805	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000682965	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000683153	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000683365	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684010	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684157	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684332	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684404	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684442	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684711	ABCC8	protein_coding	11	-1	17392897	17476845
ENSG00000006071	ENST00000684288	ABCC8	protein_coding	11	-1	17392897	17476852
ENSG00000006071	ENST00000684593	ABCC8	protein_coding	11	-1	17392897	17476852
ENSG00000006071	ENST00000683456	ABCC8	protein_coding	11	-1	17392897	17476854
ENSG00000006071	ENST00000683136	ABCC8	protein_coding	11	-1	17392897	17476872
ENSG00000006071	ENST00000684313	ABCC8	protein_coding	11	-1	17392897	17476872
ENSG00000006071	ENST00000682442	ABCC8	protein_coding	11	-1	17392897	17476876
ENSG00000006071	ENST00000684253	ABCC8	protein_coding	11	-1	17392897	17476894
ENSG00000006071	ENST00000642579	ABCC8	protein_coding	11	-1	17392898	17428568
ENSG00000006071	ENST00000646902	ABCC8	protein_coding	11	-1	17392898	17476844
ENSG00000006071	ENST00000642271	ABCC8	protein_coding	11	-1	17392903	17476811
